contributor_zip,total_population,median_age,median_income,num_donations,total_amt_donated,white_alone_percent,black_alone_percent,native_american_percent,asian_alone_percent,hawaiian_pacific_percent,other_race_percent,two_or_more_races_percent,amt_donated_per_resident
20637,6221,44,141382,3,2900,56.38964796656486,28.178749397203024,1.125221025558592,2.4915608423083104,0,0,11.814820768365214,0.4661629963028452
20622,5471,45,121908,3,2520.51,78.92524218607203,7.548894169256077,0.12794735880095048,3.0341802229939683,0,0.5117894352038019,9.851946627673186,0.46070371047340525
21561,2517,56,72159,2,1140.94,93.76241557409615,0.9137862534763607,0,0,0.6356773937226857,0.9932459276916964,3.6948748510131106,0.45329360349622566
21113,36495,36.3,116584,22,16508.72,52.4592409919167,27.042060556240582,0.032881216605014384,6.143307302370188,0.16440608302507193,2.759282093437457,11.398821756404987,0.45235566515961095
20706,43797,38.5,99555,35,19754.3,8.119277576089686,61.707422882845854,0.31280681325204923,5.785784414457611,0.04109870539078019,16.049044455099665,7.98456515286435,0.45104230883393837
20715,26244,42.3,139056,24,11822.21,45.60661484529797,38.08489559518366,0.1371742112482853,4.218106995884774,0,5.296448712086573,6.656759640298734,0.45047286998933084
21050,18076,42.7,117551,8,8102.05,94.35162646603231,1.255808807258243,0.03319318433281699,1.2502766098694402,0,0.7191856605443682,2.3899092719628237,0.4482213985394999
21140,4255,43.8,141411,5,1900,92.45593419506463,0.282021151586369,0,0.18801410105757932,0,1.9976498237367801,5.076380728554641,0.44653349001175086
20871,27420,37.4,162472,5,12000,33.52662290299052,16.2253829321663,0.47410649161196206,37.4434719183078,0.06929248723559446,5.328227571115974,6.932895696571845,0.437636761487965
20636,11089,38.7,151193,8,4785.25,83.47010550996484,6.51095680404004,0.16232302281540265,1.4609072053386238,0,1.0460817025881504,7.349625755252953,0.43153124718189195
20882,13962,46.2,171903,10,6022.99,75.39750752041255,7.5418994413407825,0,6.882968056152413,0,3.2087093539607507,6.968915628133505,0.43138447213866205
21224,44915,34.2,86443,20,18927.64,64.25692975620618,13.924078815540467,0.5432483580095736,3.7916063675832126,0.004452855393521095,11.192252031615272,6.287431815651787,0.4214102193031281
21114,25126,36.7,132829,10,10487.31,68.3395685743851,14.678022765263075,0,7.442489851150203,0,1.6277959086205525,7.912122900581071,0.4173887606463424
21737,2406,38.5,250001,1,1000,76.47547797173732,5.818786367414797,0,13.258520365752286,0,0,4.447215295095595,0.41562759767248547
21048,9759,46.8,125098,3,4000,88.7693411210165,3.1253202172353722,0,3.5864330361717394,0,0.23567988523414285,4.283225740342248,0.4098780612767702
21045,40980,38,115134,25,16692.3,46.957052220595415,31.181063933626156,0.3538311371400683,11.149341142020498,0,3.4773060029282576,6.881405563689605,0.4073279648609077
21863,4913,40.3,67107,2,2000,69.87583960920009,22.409932831263994,0,1.8929371056381028,0,0.18318746183594548,5.638102992061877,0.4070832485243232
20853,31794,41.8,146075,18,12898.5,55.29974208970246,11.511605963389318,0.5567088129835818,12.288482103541549,0,13.181732402340064,7.161728628043027,0.4056897527835441
21228,50268,42.7,102592,26,20373.72,57.79024429060237,20.124134638338507,0.21683774966181268,13.207209357841968,0.21882708681467333,2.6557650990689905,5.78698177767168,0.4053019813798043
21230,32883,33.5,95470,20,12888.46,59.295076483289236,26.840616732049995,0.5656418210017334,2.6001277255724844,0.015205425295745522,5.911869354985859,4.771462457804945,0.3919490314144086
20733,2669,47.7,128864,3,1025,85.5751217684526,7.9055826152116895,0.18733608092918697,1.3113525665043086,0,0.14986886474334957,4.87073810415886,0.3840389659048333
21722,6709,43.5,84906,2,2500,94.3359666120137,0.9688478163660754,0,1.475629751080638,0,0.2384856163362647,2.981070204203309,0.3726337755254136
20770,28458,35.9,80876,18,10268.85,20.55660974067046,51.012017710309934,0.5376344086021506,10.320472274931477,0,11.750650080820858,5.822615784665121,0.36084229390681005
20902,53308,36.4,105677,35,19053.49,37.49718616342763,17.91100772867112,0.7597358745404067,7.75680948450514,0.031890147820214605,29.074435356794474,6.968935244241015,0.3574227132888122
20832,25488,41.2,160287,19,8968.64,60.80508474576271,12.880571249215317,0.3256434400502197,13.186597614563716,0,4.076428123038292,8.725674827369742,0.3518769617074702
